Date,SSO,UPRO,SPXL,SH,SDS,SPXS,QLD,TQQQ,PSQ,QID,SQQQ,MVV,MYY,MZZ,UWM,TNA,RWM,TWM,TZA,URE,REK,UPW,SDP,EFO,EFZ,EFU,EET,EUM,EEV,UST,TYD,TBX,PST,TYO,UBT,TMF,TBF,TBT,TMV,UGL,GLL,UVXY,TLT
1986-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76703,,,,,,,11.07773
1986-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74885,,,,,,,10.99219
1986-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74626,,,,,,,10.98149
1986-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75021,,,,,,,11.00289
1986-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73668,,,,,,,10.93872
1986-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71468,,,,,,,10.83179
1986-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70371,,,,,,,10.77832
1986-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69915,,,,,,,10.75695
1986-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68418,,,,,,,10.68209
1986-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68176,,,,,,,10.67140
1986-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68960,,,,,,,10.71418
1986-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71415,,,,,,,10.84325
1986-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71376,,,,,,,10.84325
1986-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71763,,,,,,,10.86477
1986-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70872,,,,,,,10.82175
1986-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69989,,,,,,,10.77872
1986-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70580,,,,,,,10.81098
1986-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73281,,,,,,,10.95084
1986-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75401,,,,,,,11.05841
1986-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75141,,,,,,,11.04765
1986-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76419,,,,,,,11.11219
1986-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76600,,,,,,,11.12294
1986-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76781,,,,,,,11.13370
1986-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76962,,,,,,,11.14446
1986-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78258,,,,,,,11.20901
1986-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79343,,,,,,,11.26279
1986-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79303,,,,,,,11.26279
1986-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78809,,,,,,,11.24128
1986-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77865,,,,,,,11.19825
1986-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78051,,,,,,,11.20901
1986-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77787,,,,,,,11.19825
1986-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79093,,,,,,,11.26279
1986-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80947,,,,,,,11.35261
1986-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79980,,,,,,,11.30932
1986-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76037,,,,,,,11.12535
1986-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75999,,,,,,,11.12535
1986-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73744,,,,,,,11.01713
1986-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72838,,,,,,,10.97382
1986-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73017,,,,,,,10.98465
1986-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72980,,,,,,,10.98465
1986-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70571,,,,,,,10.86561
1986-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69271,,,,,,,10.80068
1986-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69236,,,,,,,10.80068
1986-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69201,,,,,,,10.80068
1986-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70415,,,,,,,10.86561
1986-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69749,,,,,,,10.83315
1986-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66997,,,,,,,10.69246
1986-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68998,,,,,,,10.80068
1986-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68135,,,,,,,10.75738
1986-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69746,,,,,,,10.84397
1986-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70129,,,,,,,10.86561
1986-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70094,,,,,,,10.86561
1986-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69011,,,,,,,10.81150
1986-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71452,,,,,,,10.94106
1986-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72482,,,,,,,10.99548
1986-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72230,,,,,,,10.98461
1986-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73698,,,,,,,11.06080
1986-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73662,,,,,,,11.06080
1986-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73627,,,,,,,11.06080
1986-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73157,,,,,,,11.03903
1986-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72039,,,,,,,10.98461
1986-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71575,,,,,,,10.96282
1986-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71540,,,,,,,10.96282
1986-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70012,,,,,,,10.88661
1986-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69766,,,,,,,10.87573
1986-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69941,,,,,,,10.88661
1986-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69277,,,,,,,10.85397
1986-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67574,,,,,,,10.76685
1986-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68976,,,,,,,10.84308
1986-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69563,,,,,,,10.87573
1986-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70572,,,,,,,10.93016
1986-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70327,,,,,,,10.91928
1986-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71133,,,,,,,10.96282
1986-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71097,,,,,,,10.96282
1986-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71910,,,,,,,11.00637
1986-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73367,,,,,,,11.08258
1986-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74048,,,,,,,11.11872
1986-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75543,,,,,,,11.19541
1986-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75061,,,,,,,11.17349
1986-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74799,,,,,,,11.16254
1986-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74100,,,,,,,11.12968
1986-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72749,,,,,,,11.06394
1986-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71848,,,,,,,11.02014
1986-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71812,,,,,,,11.02014
1986-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72418,,,,,,,11.05300
1986-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73243,,,,,,,11.09682
1986-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73857,,,,,,,11.12968
1986-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74909,,,,,,,11.18444
1986-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75311,,,,,,,11.20636
1986-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76591,,,,,,,11.27210
1986-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76328,,,,,,,11.26114
1986-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76512,,,,,,,11.27210
1986-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76919,,,,,,,11.29400
1986-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76433,,,,,,,11.27210
1986-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76171,,,,,,,11.26114
1986-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77541,,,,,,,11.33058
1986-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77047,,,,,,,11.30853
1986-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77905,,,,,,,11.35262
1986-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79450,,,,,,,11.42977
1986-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80328,,,,,,,11.47386
1986-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79361,,,,,,,11.42977
1986-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79091,,,,,,,11.41873
1986-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78822,,,,,,,11.40773
1986-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79240,,,,,,,11.42977
1986-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79659,,,,,,,11.45181
1986-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78239,,,,,,,11.38567
1986-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77969,,,,,,,11.37467
1986-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77699,,,,,,,11.36364
1986-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78103,,,,,,,11.38567
1986-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78060,,,,,,,11.38567
1986-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78246,,,,,,,11.39670
1986-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78430,,,,,,,11.40773
1986-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78615,,,,,,,11.41873
1986-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79029,,,,,,,11.44079
1986-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78758,,,,,,,11.42977
1986-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78475,,,,,,,11.41873
1986-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76781,,,,,,,11.34160
1986-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77345,,,,,,,11.37377
1987-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78661,,,,,,,11.44036
1987-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79073,,,,,,,11.46253
1987-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79489,,,,,,,11.48475
1987-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80138,,,,,,,11.51803
1987-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80793,,,,,,,11.55133
1987-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80519,,,,,,,11.54022
1987-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81406,,,,,,,11.58461
1987-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80662,,,,,,,11.55133
1987-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80156,,,,,,,11.52911
1987-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79653,,,,,,,11.50693
1987-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80073,,,,,,,11.52911
1987-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79570,,,,,,,11.50693
1987-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81140,,,,,,,11.58461
1987-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81332,,,,,,,11.59570
1987-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80823,,,,,,,11.57350
1987-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80549,,,,,,,11.56241
1987-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79348,,,,,,,11.50693
1987-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78159,,,,,,,11.45145
1987-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78116,,,,,,,11.45145
1987-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77394,,,,,,,11.41817
1987-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78693,,,,,,,11.48407
1987-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77962,,,,,,,11.45056
1987-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77921,,,,,,,11.45056
1987-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77425,,,,,,,11.42821
1987-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78067,,,,,,,11.46173
1987-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78256,,,,,,,11.47290
1987-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79128,,,,,,,11.51759
1987-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76554,,,,,,,11.39471
1987-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75838,,,,,,,11.36118
1987-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75798,,,,,,,11.36118
1987-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76877,,,,,,,11.41704
1987-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76157,,,,,,,11.38353
1987-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76565,,,,,,,11.40588
1987-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77426,,,,,,,11.45056
1987-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77841,,,,,,,11.47290
1987-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77801,,,,,,,11.47290
1987-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78443,,,,,,,11.50642
1987-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78632,,,,,,,11.51759
1987-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78821,,,,,,,11.52874
1987-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80418,,,,,,,11.60855
1987-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81310,,,,,,,11.65349
1987-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81502,,,,,,,11.66473
1987-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80989,,,,,,,11.64224
1987-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82121,,,,,,,11.69845
1987-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80896,,,,,,,11.64224
1987-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80619,,,,,,,11.63103
1987-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80577,,,,,,,11.63103
1987-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80300,,,,,,,11.61978
1987-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81190,,,,,,,11.66473
1987-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81149,,,,,,,11.66473
1987-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80636,,,,,,,11.64224
1987-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80829,,,,,,,11.65349
1987-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81255,,,,,,,11.67596
1987-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81214,,,,,,,11.67596
1987-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80703,,,,,,,11.65349
1987-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80194,,,,,,,11.63103
1987-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79454,,,,,,,11.59730
1987-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79181,,,,,,,11.58607
1987-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79831,,,,,,,11.61978
1987-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78400,,,,,,,11.55235
1987-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74468,,,,,,,11.36130
1987-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75697,,,,,,,11.42579
1987-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74758,,,,,,,11.38054
1987-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74942,,,,,,,11.39185
1987-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74457,,,,,,,11.36923
1987-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75307,,,,,,,11.41448
1987-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74148,,,,,,,11.35791
1987-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74330,,,,,,,11.36923
1987-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70296,,,,,,,11.16561
1987-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67909,,,,,,,11.04117
1987-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67036,,,,,,,10.99593
1987-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63482,,,,,,,10.80360
1987-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65042,,,,,,,10.89409
1987-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67237,,,,,,,11.01855
1987-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64509,,,,,,,10.87148
1987-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62460,,,,,,,10.75834
1987-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63016,,,,,,,10.79229
